l_s	l_l	R	T_f	theta	power	
	 0.32831	 0.29097	 0.02452	 410.39903	 -0.37446 	 24.89042
	 0.10486	 0.58763	 0.00520	 343.17525	 -0.00165 	 2.58033
	 0.14873	 0.42606	 0.00615	 364.79140	 -0.03483 	 5.79386
	 0.48642	 0.15911	 0.02975	 411.41658	 -0.46516 	 36.36566
	 0.10009	 0.43107	 0.00615	 408.29981	 -0.06755 	 5.14772
	 0.10435	 0.58385	 0.01877	 364.57811	 -0.05269 	 4.36877
	 0.17019	 0.10498	 0.01903	 411.39604	 -0.26089 	 12.96613
	 0.10006	 0.57819	 0.01840	 405.81218	 -0.19272 	 7.98884
	 0.10431	 0.58386	 0.01832	 401.86136	 -0.19362 	 8.00509
	 0.32769	 0.26113	 0.02763	 410.36796	 -0.40504 	 27.03703
	 0.23874	 0.12797	 0.02972	 408.89937	 -0.29508 	 19.57583
	 0.52395	 0.11151	 0.02422	 403.47173	 -0.38930 	 35.77098
	 0.32923	 0.31915	 0.02649	 410.68498	 -0.40116 	 26.31041
	 0.11394	 0.58851	 0.01822	 405.98753	 -0.21352 	 9.06851
	 0.11962	 0.42116	 0.02398	 405.04297	 -0.18655 	 9.53321
	 0.21751	 0.16540	 0.01767	 411.53075	 -0.25625 	 15.27180
	 0.23874	 0.12877	 0.02412	 407.96346	 -0.33236 	 19.27420
	 0.10062	 0.30558	 0.02397	 303.15081	 0.00000 	 0.00005
	 0.26419	 0.32505	 0.02395	 411.84009	 -0.35527 	 21.21084
	 0.26529	 0.13543	 0.02463	 407.69358	 -0.35400 	 21.30591
	 0.10486	 0.58668	 0.00520	 344.34766	 -0.00248 	 2.65904
	 0.32571	 0.29856	 0.02412	 410.74790	 -0.36939 	 24.56367
	 0.37054	 0.37478	 0.02960	 405.03157	 -0.41748 	 29.14591
	 0.32494	 0.23575	 0.02463	 410.38739	 -0.37690 	 24.83284
	 0.13364	 0.58569	 0.01876	 411.82100	 -0.24346 	 11.05974
	 0.17088	 0.42668	 0.02398	 405.15716	 -0.25465 	 13.58175
	 0.30297	 0.58851	 0.02642	 410.39903	 -0.38857 	 24.98320
	 0.23874	 0.12797	 0.02412	 407.96346	 -0.33236 	 19.27430
	 0.10015	 0.58740	 0.01763	 356.00730	 -0.02365 	 3.42840
	 0.26530	 0.16463	 0.02461	 411.89534	 -0.36435 	 22.13449
	 0.12653	 0.59308	 0.01821	 410.36388	 -0.23338 	 10.23663
	 0.37885	 0.15988	 0.02976	 411.25075	 -0.44017 	 31.51243
	 0.21514	 0.46674	 0.01986	 406.12528	 -0.28744 	 16.05362
	 0.10033	 0.42495	 0.00714	 362.46199	 -0.03161 	 3.78572
	 0.11629	 0.29802	 0.01876	 411.37336	 -0.21798 	 9.69527
	 0.13306	 0.58569	 0.01828	 411.82100	 -0.23676 	 10.54709
	 0.52395	 0.10725	 0.02839	 407.57119	 -0.44902 	 37.59874
	 0.18246	 0.36053	 0.01977	 408.16105	 -0.27706 	 14.11928
	 0.10034	 0.30637	 0.02397	 303.15081	 0.00000 	 0.00005
	 0.10061	 0.36182	 0.01760	 374.35947	 -0.08902 	 5.10521
	 0.10033	 0.36182	 0.01760	 374.35947	 -0.08891 	 5.09179
	 0.23874	 0.12797	 0.02412	 407.96346	 -0.33236 	 19.27420
	 0.10008	 0.29745	 0.02416	 381.17312	 -0.11936 	 6.07013
	 0.10114	 0.57052	 0.01332	 402.85992	 -0.15910 	 6.78026
	 0.14621	 0.57717	 0.01321	 402.85992	 -0.17674 	 9.55024
	 0.12581	 0.59308	 0.01567	 410.19804	 -0.19996 	 8.99008
	 0.37152	 0.38005	 0.02960	 411.42758	 -0.43458 	 30.94896
	 0.12876	 0.58569	 0.01876	 405.42492	 -0.22878 	 10.16358
	 0.11629	 0.15883	 0.01829	 411.37310	 -0.22152 	 9.68913
	 0.38796	 0.29907	 0.02962	 411.41685	 -0.44997 	 32.29468
	 0.48300	 0.15911	 0.02975	 411.41658	 -0.46360 	 36.13033
	 0.26872	 0.16463	 0.02487	 411.89534	 -0.36623 	 22.42696
	 0.30297	 0.58851	 0.02303	 411.40655	 -0.34912 	 22.64823
	 0.48642	 0.15911	 0.02978	 410.40906	 -0.46183 	 36.20522
	 0.10006	 0.57717	 0.01332	 402.85992	 -0.15858 	 6.71391
	 0.10006	 0.57466	 0.01409	 402.85992	 -0.16814 	 6.92331
	 0.26530	 0.16463	 0.02461	 411.89534	 -0.36435 	 22.13449
	 0.10131	 0.15988	 0.01620	 411.41658	 -0.19364 	 7.67683
	 0.10061	 0.39047	 0.02926	 405.28037	 -0.13451 	 8.05318
	 0.38442	 0.36160	 0.01770	 374.11379	 -0.13298 	 18.00260
	 0.10015	 0.31124	 0.01737	 366.51608	 -0.05829 	 4.34510
	 0.10034	 0.58197	 0.02423	 303.15017	 0.00000 	 0.00001
	 0.10006	 0.59437	 0.01837	 411.43634	 -0.19463 	 8.35280
	 0.18174	 0.10193	 0.01905	 401.82083	 -0.25892 	 13.45779
	 0.18255	 0.58569	 0.02428	 411.82100	 -0.26973 	 15.28361
	 0.27845	 0.11210	 0.01860	 407.96346	 -0.28306 	 19.32891
	 0.11629	 0.30824	 0.01812	 409.72615	 -0.22172 	 9.55793
	 0.43938	 0.12129	 0.02962	 411.41658	 -0.45858 	 33.94184
	 0.54121	 0.58386	 0.02951	 401.85839	 -0.46701 	 39.15519
	 0.12489	 0.11151	 0.01665	 403.47470	 -0.21138 	 9.26843
	 0.37885	 0.15326	 0.02368	 411.41658	 -0.37080 	 27.37083
	 0.10016	 0.31299	 0.02987	 303.15081	 0.00000 	 0.00005
	 0.21615	 0.36159	 0.01377	 402.85111	 -0.20134 	 13.98354
	 0.10276	 0.57542	 0.02430	 405.16597	 -0.16065 	 8.20411
	 0.23874	 0.12877	 0.02412	 405.14988	 -0.32355 	 18.74324
	 0.21704	 0.42668	 0.02398	 411.62019	 -0.31492 	 18.11505
	 0.17019	 0.10099	 0.01903	 410.36561	 -0.26144 	 12.98520
	 0.32800	 0.58851	 0.02643	 411.42946	 -0.40107 	 26.25603
	 0.52230	 0.11389	 0.02412	 410.00228	 -0.39079 	 35.77237
	 0.32737	 0.29608	 0.02985	 403.47173	 -0.37691 	 25.51778
	 0.38442	 0.38120	 0.02937	 405.24603	 -0.42890 	 30.21450
	 0.43938	 0.12246	 0.02962	 411.20532	 -0.45718 	 33.86588
	 0.36099	 0.58851	 0.02665	 410.04421	 -0.40647 	 27.84528
	 0.10117	 0.28954	 0.02394	 381.51880	 -0.12159 	 6.15762
	 0.10008	 0.30121	 0.02423	 381.17312	 -0.11932 	 6.07291
	 0.48642	 0.30167	 0.02421	 411.41658	 -0.38613 	 33.61090
	 0.10015	 0.58740	 0.01763	 356.00730	 -0.02365 	 3.42840
	 0.21704	 0.42668	 0.02398	 405.15716	 -0.30473 	 17.11547
	 0.10244	 0.58084	 0.00472	 337.23519	 -0.00000 	 2.14142
	 0.17019	 0.10498	 0.01903	 411.39604	 -0.26089 	 12.96613
	 0.10006	 0.57717	 0.01332	 402.85992	 -0.15858 	 6.71391
	 0.38796	 0.29907	 0.02962	 411.41685	 -0.44997 	 32.29468
	 0.13271	 0.57758	 0.01900	 411.82100	 -0.24130 	 11.08902
	 0.21739	 0.42668	 0.02374	 405.15716	 -0.30571 	 17.12155
	 0.10112	 0.10106	 0.02416	 410.87358	 -0.15907 	 8.42775
	 0.20411	 0.30842	 0.01903	 381.66003	 -0.15720 	 11.27506
	 0.10015	 0.59655	 0.01763	 366.51608	 -0.05842 	 4.35210
	 0.10034	 0.58197	 0.02238	 303.15017	 0.00000 	 0.00001
	 0.23931	 0.29527	 0.02412	 407.91834	 -0.33279 	 19.31065
	 0.32514	 0.13176	 0.02412	 410.04740	 -0.36830 	 24.49015
	 0.26418	 0.32681	 0.02397	 407.63833	 -0.35377 	 21.13571
	 0.10008	 0.29745	 0.02416	 381.17312	 -0.11936 	 6.07013
	 0.13369	 0.20373	 0.01620	 411.41658	 -0.21148 	 9.69310
	 0.10090	 0.54077	 0.01876	 411.82100	 -0.19320 	 8.44878
	 0.10116	 0.36182	 0.01760	 381.67061	 -0.11902 	 5.83666
	 0.10063	 0.28954	 0.02394	 374.20766	 -0.09119 	 5.34337
	 0.10009	 0.58740	 0.01666	 366.51608	 -0.05785 	 4.32379
	 0.52395	 0.11151	 0.02985	 403.47173	 -0.46972 	 38.38946
	 0.38796	 0.29149	 0.02979	 411.20378	 -0.44843 	 32.24748
	 0.10006	 0.58406	 0.01287	 403.07291	 -0.15302 	 6.59943
	 0.18246	 0.36053	 0.02387	 408.16105	 -0.27186 	 14.84952
	 0.26418	 0.32681	 0.02020	 407.63833	 -0.30389 	 19.14167
	 0.10015	 0.42680	 0.01763	 356.00730	 -0.02365 	 3.42840
	 0.10033	 0.58657	 0.00615	 364.79140	 -0.03295 	 3.92944
	 0.21709	 0.58197	 0.02398	 411.13445	 -0.31469 	 18.05031
	 0.10189	 0.42668	 0.02423	 304.56521	 0.00000 	 0.08842
	 0.21704	 0.42668	 0.02398	 411.61902	 -0.31492 	 18.11488
	 0.32571	 0.29826	 0.02346	 410.00346	 -0.36017 	 24.22018
	 0.26872	 0.16463	 0.02487	 374.78192	 -0.14847 	 13.51389
	 0.10002	 0.36182	 0.01760	 411.35317	 -0.20033 	 8.33900
	 0.52395	 0.11151	 0.02985	 403.47173	 -0.46972 	 38.38946
	 0.43938	 0.14907	 0.02962	 411.41658	 -0.45858 	 33.94184
	 0.10117	 0.58326	 0.02394	 383.48136	 -0.12903 	 6.36328
	 0.10486	 0.28660	 0.00472	 335.27263	 0.00000 	 2.06574
	 0.29244	 0.12877	 0.02412	 405.14988	 -0.36106 	 22.63628
	 0.10131	 0.15516	 0.01620	 411.41658	 -0.19364 	 7.67683
	 0.38796	 0.29153	 0.02376	 411.20378	 -0.37284 	 27.92212
	 0.10063	 0.28950	 0.02993	 374.20766	 -0.08823 	 5.52830
	 0.38861	 0.37518	 0.02727	 411.20378	 -0.42043 	 29.75428
	 0.36989	 0.35640	 0.02960	 405.03157	 -0.41700 	 29.09735
	 0.10034	 0.58197	 0.02227	 303.15017	 0.00000 	 0.00001
	 0.10034	 0.58197	 0.02409	 303.15017	 0.00000 	 0.00001
	 0.10034	 0.58197	 0.02423	 303.15017	 0.00000 	 0.00001
	 0.10033	 0.36182	 0.01760	 374.35947	 -0.08891 	 5.09178
	 0.30284	 0.58851	 0.02935	 410.39903	 -0.36708 	 25.07569
	 0.37067	 0.38564	 0.02667	 405.03157	 -0.41087 	 28.49621
	 0.10032	 0.58326	 0.02382	 383.07306	 -0.12695 	 6.26670
	 0.10118	 0.58657	 0.00615	 365.19970	 -0.03374 	 3.99074
	 0.27630	 0.13204	 0.02486	 410.04740	 -0.37009 	 22.67235
	 0.32554	 0.16435	 0.02413	 411.89534	 -0.36922 	 24.54585
	 0.48076	 0.32406	 0.02397	 407.65834	 -0.38516 	 33.33557
	 0.26642	 0.16185	 0.02975	 411.41658	 -0.32524 	 22.24810
	 0.10009	 0.15264	 0.02394	 383.48136	 -0.12818 	 6.30049
	 0.52496	 0.58723	 0.02975	 411.41658	 -0.46500 	 38.20634
	 0.10034	 0.59312	 0.02238	 303.15017	 0.00000 	 0.00001
	 0.23931	 0.29527	 0.02412	 407.91834	 -0.33279 	 19.31065
	 0.43780	 0.11151	 0.02984	 411.38774	 -0.46181 	 34.07088
	 0.52553	 0.11579	 0.02963	 403.50052	 -0.46353 	 38.19776
	 0.52395	 0.11194	 0.02985	 402.84010	 -0.46855 	 38.33498
	 0.10486	 0.58662	 0.00520	 344.34766	 -0.00248 	 2.65904
	 0.16785	 0.59334	 0.01845	 410.04421	 -0.25384 	 12.62022
	 0.36333	 0.10359	 0.02722	 411.39604	 -0.41751 	 28.52648
	 0.32791	 0.59667	 0.02643	 366.69240	 -0.10785 	 14.08397
	 0.10380	 0.58838	 0.01762	 410.17844	 -0.20596 	 8.57150
	 0.10118	 0.35329	 0.00615	 381.39785	 -0.06554 	 5.13953
	 0.10030	 0.59323	 0.01760	 365.06416	 -0.05311 	 4.22512
	 0.10067	 0.57466	 0.01999	 408.42315	 -0.18391 	 8.22380
	 0.17919	 0.36053	 0.01386	 402.59782	 -0.19379 	 11.72477
	 0.51004	 0.15516	 0.01620	 403.81136	 -0.26480 	 32.01911
	 0.13955	 0.11151	 0.02985	 411.07691	 -0.17982 	 11.65498
	 0.10233	 0.15516	 0.01620	 406.14374	 -0.19412 	 7.73570
	 0.21511	 0.46562	 0.01986	 411.51997	 -0.28627 	 16.00541
	 0.24428	 0.36184	 0.02356	 407.91834	 -0.33884 	 19.64143
	 0.10044	 0.29525	 0.01815	 374.35947	 -0.08955 	 5.12137
	 0.52395	 0.42118	 0.02985	 409.50140	 -0.46972 	 38.37501
	 0.10015	 0.11800	 0.01763	 356.29344	 -0.02445 	 3.45230
	 0.24428	 0.12142	 0.02356	 407.91834	 -0.33884 	 19.64143
	 0.23874	 0.36937	 0.02412	 405.14988	 -0.32355 	 18.74324
	 0.46306	 0.35876	 0.02975	 374.55698	 -0.19448 	 22.98761
	 0.10133	 0.16216	 0.01750	 411.14979	 -0.20319 	 8.43265
	 0.13780	 0.58551	 0.01874	 402.13291	 -0.22807 	 10.44686
	 0.10006	 0.57485	 0.01411	 409.80502	 -0.16859 	 6.93071
	 0.20758	 0.46562	 0.01986	 404.79452	 -0.28478 	 15.58572
	 0.53402	 0.11151	 0.02985	 403.47173	 -0.46831 	 38.81331
	 0.10034	 0.58862	 0.02423	 396.59571	 -0.15625 	 7.46669
	 0.30297	 0.58186	 0.02642	 310.10690	 0.00000 	 1.29245
	 0.10136	 0.58342	 0.01620	 407.61741	 -0.19429 	 7.70032
	 0.10028	 0.15235	 0.02423	 307.88670	 0.00000 	 0.29125
	 0.10015	 0.42680	 0.01763	 356.00730	 -0.02365 	 3.42840
	 0.38861	 0.37518	 0.02727	 411.20378	 -0.42043 	 29.75428
	 0.13889	 0.58851	 0.02665	 410.04421	 -0.19649 	 11.50027
	 0.35517	 0.58569	 0.01876	 411.82100	 -0.29615 	 23.96859
	 0.10034	 0.59312	 0.02238	 303.15017	 0.00000 	 0.00001
	 0.32800	 0.58851	 0.02643	 410.39903	 -0.39899 	 26.13450
	 0.27630	 0.13204	 0.01981	 410.04740	 -0.29876 	 19.62859
	 0.18246	 0.36053	 0.02482	 408.16105	 -0.26489 	 14.86339
	 0.37855	 0.56629	 0.01739	 366.51608	 -0.09140 	 15.55996
	 0.11380	 0.29149	 0.02985	 412.68915	 -0.14850 	 9.62367
	 0.30079	 0.58835	 0.01159	 402.85992	 -0.17763 	 18.30650
	 0.10540	 0.57483	 0.02692	 410.39903	 -0.15100 	 8.76052
	 0.36099	 0.58851	 0.02665	 410.04421	 -0.40647 	 27.84528
	 0.52395	 0.11151	 0.02985	 404.64668	 -0.46579 	 38.19897
	 0.38798	 0.29035	 0.02727	 411.20378	 -0.42010 	 29.70969
	 0.38860	 0.37632	 0.02979	 411.20378	 -0.44901 	 32.29907
	 0.56529	 0.16035	 0.02987	 411.41658	 -0.46855 	 40.34689
	 0.47940	 0.11027	 0.02985	 403.47173	 -0.46523 	 36.05564
	 0.23874	 0.12877	 0.02412	 305.08726	 0.00000 	 0.28359
	 0.10034	 0.59312	 0.02238	 404.80181	 -0.16799 	 7.98222
	 0.17224	 0.36053	 0.01977	 408.16105	 -0.27321 	 13.54389
	 0.22419	 0.16463	 0.02487	 411.89534	 -0.31649 	 18.76184
	 0.24428	 0.36182	 0.02272	 407.91834	 -0.33268 	 19.21876
	 0.10116	 0.36184	 0.01861	 381.67061	 -0.12050 	 5.89660
	 0.10004	 0.58406	 0.02005	 403.07291	 -0.18131 	 7.83035
	 0.21514	 0.46562	 0.01268	 406.24713	 -0.18355 	 13.52037
	 0.12876	 0.58569	 0.01876	 405.42492	 -0.22878 	 10.16358
	 0.16785	 0.59334	 0.01845	 410.04421	 -0.25384 	 12.62022
	 0.10034	 0.58197	 0.02423	 408.56604	 -0.15755 	 8.22058
	 0.52395	 0.11151	 0.02985	 303.19259	 0.00000 	 0.01368
	 0.21889	 0.46562	 0.01986	 406.24713	 -0.28711 	 16.22951
	 0.10040	 0.42680	 0.01649	 356.00730	 -0.02379 	 3.42744
	 0.10117	 0.58156	 0.02394	 383.48136	 -0.12903 	 6.36328
	 0.10557	 0.37027	 0.01760	 381.67061	 -0.12109 	 6.06931
	 0.51946	 0.59230	 0.02988	 303.15017	 0.00000 	 0.00005
	 0.11125	 0.11151	 0.02415	 403.47173	 -0.17364 	 8.76160
	 0.10015	 0.55396	 0.01763	 409.70924	 -0.19983 	 8.24391
	 0.27630	 0.13204	 0.02486	 360.48389	 -0.06321 	 10.42345
	 0.26872	 0.16463	 0.02487	 405.70385	 -0.34894 	 21.16105
	 0.10117	 0.58326	 0.02394	 383.48136	 -0.12903 	 6.36328
	 0.10457	 0.22864	 0.01287	 403.07291	 -0.15495 	 6.87055
	 0.38554	 0.58079	 0.02727	 411.20378	 -0.41881 	 29.53688
	 0.30435	 0.29035	 0.02727	 411.20378	 -0.38558 	 25.30579
	 0.38661	 0.58851	 0.02642	 410.39903	 -0.40924 	 29.16338
	 0.24625	 0.35907	 0.01762	 410.07731	 -0.26367 	 17.05300
	 0.10005	 0.13154	 0.02410	 374.21089	 -0.09088 	 5.32095
	 0.53491	 0.11151	 0.02985	 403.45322	 -0.46845 	 38.86408
	 0.53765	 0.11151	 0.02985	 404.66519	 -0.47108 	 39.12070
	 0.30297	 0.58851	 0.02642	 410.39903	 -0.38857 	 24.98320
	 0.10006	 0.42680	 0.01763	 356.00730	 -0.02363 	 3.42555
	 0.18601	 0.58435	 0.00502	 346.51803	 -0.00489 	 4.97390
	 0.10210	 0.36261	 0.01995	 405.95679	 -0.18616 	 8.18104
	 0.20605	 0.46562	 0.01986	 406.24713	 -0.28331 	 15.45715
	 0.47940	 0.10862	 0.02985	 401.65359	 -0.45796 	 35.70364
	 0.11630	 0.59312	 0.01788	 303.15017	 0.00000 	 0.00001
	 0.10041	 0.30824	 0.02262	 409.72615	 -0.16677 	 8.29309
	 0.18246	 0.36053	 0.02942	 409.76114	 -0.23298 	 15.07312
	 0.52395	 0.11151	 0.02013	 403.47173	 -0.32840 	 34.23650
	 0.10063	 0.28954	 0.00418	 336.24877	 0.00000 	 2.04250
	 0.10244	 0.58084	 0.02599	 374.92211	 -0.09461 	 5.58434
	 0.13306	 0.29329	 0.01838	 411.81732	 -0.23792 	 10.61247
	 0.38796	 0.58338	 0.02991	 411.20746	 -0.44757 	 32.25390
	 0.23874	 0.12877	 0.02418	 405.73736	 -0.32557 	 18.86323
	 0.10015	 0.59655	 0.01758	 365.92770	 -0.05622 	 4.29688
	 0.10380	 0.58838	 0.01762	 409.80744	 -0.20579 	 8.54606
	 0.10006	 0.57485	 0.01411	 410.17602	 -0.16779 	 6.91130
	 0.38796	 0.29072	 0.02988	 409.26355	 -0.44446 	 31.73320
	 0.20335	 0.12221	 0.02339	 410.67941	 -0.30227 	 16.84930
	 0.54106	 0.13475	 0.02978	 410.39355	 -0.46720 	 39.09776
	 0.38320	 0.55993	 0.02648	 404.67066	 -0.40994 	 29.03986
	 0.52856	 0.10776	 0.01838	 404.74189	 -0.30242 	 33.95322
	 0.14232	 0.29782	 0.02985	 411.74050	 -0.18314 	 11.94354
	 0.18222	 0.34442	 0.01903	 411.42494	 -0.26649 	 13.71895
	 0.17043	 0.12244	 0.01977	 408.13214	 -0.27156 	 13.40715
	 0.20335	 0.12221	 0.01757	 374.92083	 -0.11667 	 9.94874
	 0.10033	 0.36182	 0.02342	 410.08880	 -0.16200 	 8.31117
	 0.47832	 0.17500	 0.02339	 410.68219	 -0.37392 	 32.83053
	 0.20444	 0.10994	 0.02985	 403.46895	 -0.25532 	 16.08838
	 0.43938	 0.12246	 0.02893	 411.20532	 -0.44603 	 33.28478
	 0.10006	 0.58406	 0.01348	 403.07291	 -0.16016 	 6.74641
	 0.10131	 0.30464	 0.01620	 411.37723	 -0.19354 	 7.67365
	 0.11629	 0.15877	 0.01812	 409.76550	 -0.22175 	 9.56106
	 0.10015	 0.59655	 0.01763	 366.51608	 -0.05842 	 4.35209
	 0.10015	 0.59655	 0.01758	 365.92770	 -0.05622 	 4.29689
	 0.10015	 0.59861	 0.01412	 412.85026	 -0.16836 	 6.92828
	 0.10006	 0.57485	 0.01757	 361.05635	 -0.03913 	 3.85707
	 0.10401	 0.58668	 0.00520	 344.34766	 -0.00247 	 2.63731
	 0.13392	 0.58569	 0.01876	 411.82100	 -0.24386 	 11.08266
	 0.10033	 0.36048	 0.01805	 374.23005	 -0.08888 	 5.09896
	 0.10034	 0.58313	 0.02378	 309.45641	 0.00000 	 0.38800
	 0.47940	 0.11027	 0.02985	 403.75072	 -0.46317 	 35.95437
	 0.10294	 0.15516	 0.01620	 410.87126	 -0.19531 	 7.79471
	 0.10040	 0.42680	 0.01649	 356.15021	 -0.02418 	 3.43917
	 0.10244	 0.58084	 0.00472	 337.09229	 -0.00000 	 2.13244
	 0.24428	 0.37340	 0.02751	 407.91834	 -0.31761 	 19.85161
	 0.38861	 0.12331	 0.02332	 411.20378	 -0.36442 	 27.66822
	 0.23874	 0.55917	 0.02412	 405.14988	 -0.32355 	 18.74324
	 0.10486	 0.15510	 0.00520	 332.23759	 0.00000 	 1.87054
	 0.15835	 0.29072	 0.02849	 411.42237	 -0.20992 	 13.24617
	 0.39981	 0.10498	 0.02046	 399.94307	 -0.32551 	 27.22457
	 0.13641	 0.29067	 0.02988	 412.08457	 -0.17586 	 11.47757
	 0.38464	 0.29333	 0.01838	 409.36238	 -0.29279 	 25.54494
	 0.19322	 0.36445	 0.02450	 303.55372	 0.00000 	 0.04783
	 0.10001	 0.57794	 0.01950	 410.34045	 -0.18636 	 8.28655
	 0.10034	 0.59477	 0.02238	 412.33830	 -0.16805 	 8.44704
	 0.32800	 0.58851	 0.02527	 307.82364	 0.00000 	 0.93999
	 0.38944	 0.58084	 0.00491	 408.96109	 -0.06829 	 20.61736
	 0.10416	 0.29149	 0.02935	 327.69029	 0.00000 	 1.56750
	 0.21514	 0.46642	 0.01986	 406.24713	 -0.28808 	 16.07638
	 0.38796	 0.29069	 0.02979	 411.20378	 -0.44843 	 32.24748
	 0.10006	 0.10871	 0.01287	 404.72170	 -0.15293 	 6.59665
	 0.52395	 0.59509	 0.02985	 402.99789	 -0.47013 	 38.40999
	 0.22800	 0.36182	 0.01760	 405.28788	 -0.25955 	 15.94960
	 0.10679	 0.12877	 0.02412	 381.53260	 -0.12548 	 6.48232
	 0.10012	 0.59655	 0.01763	 366.51608	 -0.05841 	 4.35077
	 0.13306	 0.29329	 0.01838	 411.81732	 -0.23792 	 10.61247
	 0.13432	 0.58803	 0.01876	 405.51892	 -0.23512 	 10.58746
	 0.10039	 0.58197	 0.02423	 310.21233	 0.00000 	 0.43477
	 0.23874	 0.11485	 0.02412	 394.41579	 -0.26759 	 16.45118
	 0.10034	 0.59229	 0.02423	 303.15017	 0.00000 	 0.00001
	 0.53765	 0.11151	 0.02985	 411.92945	 -0.46967 	 39.03615
	 0.38861	 0.37518	 0.02727	 411.20378	 -0.42043 	 29.75428
	 0.18246	 0.36118	 0.01985	 408.28227	 -0.27772 	 14.14785
	 0.38861	 0.37454	 0.02633	 411.08256	 -0.40604 	 29.12060
	 0.10195	 0.10255	 0.02355	 407.91834	 -0.16364 	 8.30952
	 0.24475	 0.58332	 0.01715	 361.05635	 -0.05644 	 9.16508
	 0.38320	 0.12213	 0.02652	 398.13785	 -0.36617 	 27.11994
	 0.20292	 0.56060	 0.02336	 410.67941	 -0.30201 	 16.81290
	 0.10246	 0.36182	 0.01712	 375.01983	 -0.09172 	 5.23366
	 0.10032	 0.58084	 0.00520	 336.43193	 0.00000 	 2.04749
	 0.32629	 0.59054	 0.02648	 406.37241	 -0.39399 	 25.80527
	 0.21685	 0.46347	 0.01746	 410.27375	 -0.25384 	 15.18453
	 0.38320	 0.55993	 0.01846	 397.15791	 -0.28318 	 25.01196
	 0.13306	 0.29329	 0.02640	 411.61511	 -0.19039 	 11.14660
	 0.10030	 0.36182	 0.01760	 307.24978	 -0.00000 	 0.25214
	 0.10119	 0.59312	 0.02238	 390.77773	 -0.15459 	 7.01155
	 0.30422	 0.58860	 0.02227	 410.79925	 -0.34061 	 22.42530
	 0.10236	 0.59303	 0.02653	 304.07628	 0.00000 	 0.05813
	 0.26872	 0.16463	 0.02488	 407.87341	 -0.35697 	 21.63107
	 0.24428	 0.12142	 0.02356	 411.94027	 -0.34556 	 20.08715
	 0.32800	 0.58851	 0.02643	 410.39903	 -0.39899 	 26.13450
	 0.20335	 0.12221	 0.02339	 410.67941	 -0.30227 	 16.84930
	 0.38796	 0.29072	 0.02988	 409.26355	 -0.44446 	 31.73320
	 0.17019	 0.10498	 0.01903	 411.39604	 -0.26089 	 12.96613
	 0.26776	 0.13204	 0.02486	 408.43912	 -0.35790 	 21.67373
	 0.17019	 0.10498	 0.01771	 411.39604	 -0.24423 	 12.45075
	 0.43642	 0.11151	 0.02985	 404.69918	 -0.45989 	 33.92363
	 0.54061	 0.12246	 0.02962	 411.17132	 -0.46721 	 39.09726
	 0.38480	 0.36269	 0.01637	 407.03489	 -0.26094 	 24.81982
	 0.10352	 0.55905	 0.02648	 379.30608	 -0.11296 	 6.15214
	 0.10015	 0.58124	 0.01763	 376.91720	 -0.09920 	 5.32860
	 0.10244	 0.59615	 0.00472	 336.88914	 -0.00000 	 2.11967
	 0.38763	 0.37406	 0.02727	 411.20378	 -0.41992 	 29.68514
	 0.32898	 0.59743	 0.02643	 408.69780	 -0.39943 	 26.19435
	 0.10033	 0.36182	 0.01760	 408.89347	 -0.19999 	 8.20379
	 0.10131	 0.30464	 0.01620	 376.78507	 -0.09687 	 5.30073
	 0.10679	 0.12877	 0.02412	 387.37686	 -0.14702 	 7.11228
	 0.10034	 0.59229	 0.02423	 303.15017	 0.00000 	 0.00001
	 0.53765	 0.11151	 0.02985	 404.66519	 -0.47108 	 39.12070
	 0.47940	 0.10151	 0.02985	 403.47173	 -0.46523 	 36.05564
	 0.27630	 0.13204	 0.02486	 410.04740	 -0.37009 	 22.67235
	 0.24428	 0.12142	 0.02356	 411.94027	 -0.34556 	 20.08715
	 0.10244	 0.58084	 0.02599	 374.97435	 -0.09483 	 5.59023
	 0.11629	 0.15877	 0.01812	 412.55985	 -0.22318 	 9.77595
	 0.47940	 0.11027	 0.01751	 367.62072	 -0.10262 	 19.96989
	 0.10015	 0.59655	 0.02983	 402.36703	 -0.13166 	 7.83840
	 0.21635	 0.57296	 0.01986	 406.24713	 -0.28869 	 16.15912
	 0.10106	 0.46751	 0.01411	 410.81478	 -0.16842 	 6.97526
	 0.53765	 0.11151	 0.02985	 404.66519	 -0.47108 	 39.12083
	 0.38796	 0.29069	 0.02979	 411.20378	 -0.44843 	 32.24746
	 0.10227	 0.59232	 0.02492	 303.15017	 0.00000 	 0.00001
	 0.10034	 0.58194	 0.02423	 303.15017	 0.00000 	 0.00001
	 0.10131	 0.30464	 0.01968	 411.37723	 -0.18722 	 8.45895
	 0.18246	 0.36118	 0.01637	 408.28227	 -0.23132 	 12.77598
	 0.33300	 0.57624	 0.01780	 366.22476	 -0.08822 	 13.68940
	 0.10335	 0.57534	 0.02620	 411.07197	 -0.15171 	 8.63108
	 0.10006	 0.11605	 0.01720	 361.05635	 -0.03908 	 3.85113
	 0.14039	 0.56730	 0.01772	 411.39604	 -0.23267 	 10.65425
	 0.23874	 0.39180	 0.02412	 405.14988	 -0.32355 	 18.74324
	 0.38861	 0.11318	 0.02727	 411.20378	 -0.42043 	 29.75428
	 0.10566	 0.58602	 0.02412	 308.96848	 0.00000 	 0.37699
