Test : Start of hold value,"100.00000",MPa

Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
"19.80000","1.37067","1.01041","29.02656","0.00162","8.86252"
"19.90000","1.37150","1.03405","29.02656","0.00163","9.06990"
"20.00000","1.37233","1.05481","28.96684","0.00164","9.25201"
"20.10000","1.37313","1.08912","28.96684","0.00164","9.55291"
"20.20000","1.37402","1.12060","28.96684","0.00165","9.82903"
"20.30000","1.37493","1.16764","28.96684","0.00166","10.24160"
"20.40000","1.37585","1.21551","28.96684","0.00167","10.66150"
"20.50000","1.37669","1.27652","28.96684","0.00168","11.19661"
"20.60000","1.37745","1.33347","28.92960","0.00169","11.69614"
"20.70000","1.37822","1.38028","28.92960","0.00169","12.10674"
"20.80000","1.37903","1.41134","28.92960","0.00170","12.37922"
"20.90000","1.37988","1.43171","28.92960","0.00171","12.55785"
"21.00000","1.38072","1.43903","28.92960","0.00172","12.62206"
"21.10000","1.38157","1.43148","28.93648","0.00173","12.55581"
"21.20000","1.38239","1.42074","28.93648","0.00174","12.46166"
"21.30000","1.38329","1.44670","28.93648","0.00174","12.68937"
"21.40000","1.38419","1.41979","28.93648","0.00175","12.45327"
"21.50000","1.38499","1.40337","28.93648","0.00176","12.30928"
"21.60000","1.38577","1.36071","28.93648","0.00177","11.93513"
"21.70000","1.38654","1.34594","28.98016","0.00178","11.80553"
"21.80000","1.38737","1.35304","28.98016","0.00178","11.86777"
"21.90000","1.38822","1.34551","28.98016","0.00179","11.80175"
"22.00000","1.38906","1.34098","28.98016","0.00180","11.76204"
"22.10000","1.38986","1.32285","28.98016","0.00181","11.60300"
"22.20000","1.39074","1.29795","28.98016","0.00182","11.38464"
"22.30000","1.39163","1.25781","29.03550","0.00183","11.03257"
"22.40000","1.39249","1.21915","29.03550","0.00183","10.69342"
"22.50000","1.39330","1.15653","29.03550","0.00184","10.14418"
"22.60000","1.39410","1.12905","29.03550","0.00185","9.90312"
"22.70000","1.39486","1.08973","29.03550","0.00186","9.55828"
"22.80000","1.39567","1.07488","29.03550","0.00187","9.42799"
"22.90000","1.39655","1.05688","29.05941","0.00187","9.27017"
