Test : Start of hold value,50,MPa,,,
,,,,,
Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
7093.384,-2.29399,5.74987,129.98882,-0.08371,50.43337
7093.484,-2.29399,5.7702,129.98882,-0.08371,50.61173
7093.584,-2.29399,5.76462,129.98351,-0.08371,50.56279
7093.684,-2.29399,5.74114,129.98351,-0.08371,50.35685
7093.784,-2.29399,5.71773,129.98351,-0.08371,50.15152
7093.884,-2.29399,5.69198,129.98351,-0.08371,49.92559
7093.984,-2.29399,5.66723,129.98351,-0.08371,49.70852
7094.084,-2.29399,5.65911,129.98351,-0.08371,49.6373
7094.184,-2.29399,5.67289,129.9803,-0.08371,49.75815
7094.284,-2.29399,5.6967,129.9803,-0.08371,49.96706
7094.384,-2.29399,5.72541,129.9803,-0.08371,50.21885
7094.484,-2.29399,5.7561,129.9803,-0.08371,50.48803
7094.584,-2.29399,5.77167,129.9803,-0.08371,50.62464
7094.684,-2.294,5.76898,129.97884,-0.08371,50.60101
7094.784,-2.29399,5.75128,129.97884,-0.08371,50.4458
7094.884,-2.29399,5.71621,129.97884,-0.08371,50.13815
7094.984,-2.29399,5.67868,129.97884,-0.08371,49.80893
7095.084,-2.29399,5.66176,129.97884,-0.08371,49.66056
7095.184,-2.29399,5.648,129.97884,-0.08371,49.53986
7095.284,-2.29399,5.66087,129.97873,-0.08371,49.65279
7095.384,-2.29399,5.68308,129.97873,-0.08371,49.84759
7095.484,-2.29399,5.72679,129.97873,-0.08371,50.23096
7095.584,-2.29399,5.75551,129.97873,-0.08371,50.4829
7095.684,-2.29399,5.76866,129.97873,-0.08371,50.59824
7095.784,-2.29399,5.76489,129.97873,-0.08371,50.56517
7095.884,-2.29399,5.74578,129.98056,-0.08371,50.39751
7095.984,-2.29399,5.71428,129.98056,-0.08371,50.12124
7096.084,-2.29399,5.68436,129.98056,-0.08371,49.85875
7096.184,-2.29399,5.66543,129.98056,-0.08371,49.69276
7096.284,-2.29399,5.65423,129.98056,-0.08371,49.59448
7096.384,-2.29399,5.67309,129.98056,-0.08371,49.75994
7096.484,-2.29399,5.6963,129.9814,-0.08371,49.96351
7096.584,-2.29399,5.72083,129.9814,-0.08371,50.17865
7096.684,-2.294,5.75506,129.9814,-0.08371,50.47892
7096.784,-2.294,5.76884,129.9814,-0.08371,50.59978
7096.884,-2.29399,5.75926,129.9814,-0.08371,50.51579
7096.984,-2.294,5.74611,129.9814,-0.08371,50.40045
7097.084,-2.29399,5.71635,129.98451,-0.08371,50.13941
7097.184,-2.29399,5.68712,129.98451,-0.08371,49.88298
7097.284,-2.29399,5.67434,129.98451,-0.08371,49.77091
7097.384,-2.29399,5.67732,129.98451,-0.08371,49.797
7097.484,-2.29399,5.68035,129.98451,-0.08371,49.82359
7097.584,-2.29399,5.70554,129.98898,-0.08371,50.04457
7097.684,-2.29399,5.72778,129.98898,-0.08371,50.2396
7097.784,-2.294,5.75516,129.98898,-0.08371,50.47976
7097.884,-2.29399,5.77273,129.98898,-0.08371,50.63393
7097.984,-2.294,5.78204,129.98898,-0.08371,50.71555
7098.084,-2.294,5.74994,129.98898,-0.08371,50.43402
7098.184,-2.29399,5.72571,129.99414,-0.08371,50.22152
7098.284,-2.294,5.69734,129.99414,-0.08371,49.97261
7098.384,-2.29399,5.67537,129.99414,-0.08371,49.77993
7098.484,-2.294,5.66864,129.99414,-0.08371,49.7209
7098.584,-2.29399,5.67166,129.99414,-0.08371,49.74744
7098.684,-2.29399,5.69362,129.99414,-0.08371,49.93999
7098.784,-2.294,5.72278,129.99689,-0.08371,50.19577
7098.884,-2.294,5.7528,129.99689,-0.08371,50.4591
7098.984,-2.294,5.77554,129.99689,-0.08371,50.65854
7099.084,-2.294,5.77405,129.99689,-0.08371,50.64546
7099.184,-2.294,5.76069,129.99689,-0.08371,50.52833
7099.284,-2.294,5.73735,129.99689,-0.08371,50.32355
7099.384,-2.294,5.70592,130.00302,-0.08371,50.04788
7099.484,-2.294,5.68018,130.00302,-0.08371,49.8221
7099.584,-2.294,5.67203,130.00302,-0.08371,49.75064
7099.684,-2.29399,5.68195,130.00302,-0.08371,49.83769
7099.784,-2.29399,5.69115,130.00302,-0.08371,49.91832
7099.884,-2.294,5.72234,130.00302,-0.08371,50.19196
7099.984,-2.294,5.75166,130.01021,-0.08371,50.44912
7100.084,-2.294,5.77104,130.01021,-0.08371,50.61913
7100.184,-2.294,5.77307,130.01021,-0.08371,50.63688
7100.284,-2.294,5.75031,130.01021,-0.08371,50.43727
7100.384,-2.294,5.71732,130.01021,-0.08371,50.14791
7100.484,-2.294,5.68888,130.01622,-0.08371,49.89841
7100.584,-2.29399,5.67033,130.01622,-0.08371,49.73574
7100.684,-2.294,5.66114,130.01622,-0.08371,49.65511
7100.784,-2.29399,5.66014,130.01622,-0.08371,49.64635
7100.884,-2.294,5.68313,130.01622,-0.08371,49.84805
7100.984,-2.294,5.71433,130.01622,-0.08371,50.12167
7101.084,-2.294,5.74368,130.02213,-0.08371,50.37914
7101.184,-2.294,5.77027,130.02213,-0.08371,50.61235
7101.284,-2.294,5.76953,130.02213,-0.08371,50.60587
7101.384,-2.294,5.75718,130.02213,-0.08371,50.49753
7101.484,-2.294,5.72129,130.02213,-0.08371,50.18268
7101.584,-2.294,5.68618,130.02213,-0.08371,49.87479
7101.684,-2.294,5.66812,130.026,-0.08371,49.71634
7101.784,-2.294,5.65652,130.026,-0.08371,49.61459
7101.884,-2.294,5.66457,130.026,-0.08371,49.6852
7101.984,-2.294,5.69088,130.026,-0.08371,49.91599
7102.084,-2.294,5.72142,130.026,-0.08371,50.18382
7102.184,-2.294,5.7571,130.02995,-0.08371,50.49683
7102.284,-2.294,5.77528,130.02995,-0.08371,50.65631
7102.384,-2.294,5.77172,130.02995,-0.08371,50.62508
7102.484,-2.294,5.75452,130.02995,-0.08371,50.47414
7102.584,-2.294,5.71964,130.02995,-0.08371,50.16821
7102.684,-2.294,5.69392,130.02995,-0.08371,49.94268
7102.784,-2.294,5.67135,130.03206,-0.08371,49.74466
7102.884,-2.294,5.67359,130.03206,-0.08371,49.76432
7102.984,-2.294,5.66786,130.03206,-0.08371,49.71409
7103.084,-2.294,5.66821,130.03206,-0.08371,49.71714
7103.184,-2.294,5.70913,130.03206,-0.08371,50.07607
7103.284,-2.294,5.73225,130.03206,-0.08371,50.27882
7103.384,-2.294,5.75964,130.03452,-0.08371,50.51906
7103.484,-2.294,5.7618,130.03452,-0.08371,50.53803
7103.584,-2.294,5.74377,130.03452,-0.08371,50.37988
7103.684,-2.294,5.72145,130.03452,-0.08371,50.18413
7103.784,-2.294,5.69529,130.03452,-0.08371,49.9547
7103.884,-2.294,5.68531,130.03452,-0.08371,49.86712
7103.984,-2.294,5.66235,130.03619,-0.08371,49.66577
7104.084,-2.294,5.66585,130.03619,-0.08371,49.6964
7104.184,-2.294,5.6975,130.03619,-0.08371,49.97401
7104.284,-2.294,5.7212,130.03619,-0.08371,50.18194
7104.384,-2.294,5.74549,130.03619,-0.08371,50.39497
7104.484,-2.294,5.76153,130.03619,-0.08371,50.53568
7104.584,-2.294,5.77073,130.03691,-0.08371,50.6164
7104.684,-2.294,5.75774,130.03691,-0.08371,50.50245
7104.784,-2.294,5.72971,130.03691,-0.08371,50.25653
7104.884,-2.294,5.69936,130.03691,-0.08371,49.99039
7104.984,-2.294,5.67741,130.03691,-0.08371,49.79781
7105.084,-2.294,5.65977,130.04073,-0.08371,49.64314
7105.184,-2.294,5.67212,130.04073,-0.08371,49.75141
7105.284,-2.294,5.6762,130.04073,-0.08371,49.78719
7105.384,-2.294,5.70176,130.04073,-0.08371,50.01142
7105.484,-2.294,5.7359,130.04073,-0.08371,50.3109
7105.584,-2.294,5.75946,130.04073,-0.08371,50.51753
7105.684,-2.294,5.76492,130.04216,-0.08371,50.56538
7105.784,-2.294,5.75183,130.04216,-0.08371,50.4506
7105.884,-2.294,5.72874,130.04216,-0.08371,50.24804
7105.984,-2.294,5.70484,130.04216,-0.08371,50.03845
7106.084,-2.294,5.69019,130.04216,-0.08371,49.9099
7106.184,-2.294,5.67382,130.04216,-0.08371,49.76631
7106.284,-2.294,5.67018,130.04192,-0.08371,49.7344
7106.384,-2.294,5.68185,130.04192,-0.08371,49.8368
7106.484,-2.294,5.71428,130.04192,-0.08371,50.1212
7106.584,-2.294,5.72063,130.04192,-0.08371,50.17695
7106.684,-2.294,5.74387,130.04192,-0.08371,50.38074
7106.784,-2.294,5.74781,130.04192,-0.08371,50.41536
7106.884,-2.294,5.74749,130.04256,-0.08371,50.41255
7106.984,-2.294,5.72657,130.04256,-0.08371,50.22907
7107.084,-2.294,5.70275,130.04256,-0.08371,50.02011
7107.184,-2.294,5.67894,130.04256,-0.08371,49.81125
7107.284,-2.294,5.66049,130.04256,-0.08371,49.6494
7107.384,-2.294,5.66422,130.04233,-0.08371,49.68216
7107.484,-2.294,5.67605,130.04233,-0.08371,49.78594
7107.584,-2.294,5.68911,130.04233,-0.08371,49.90045
7107.684,-2.294,5.71196,130.04233,-0.08371,50.10088
7107.784,-2.294,5.73384,130.04233,-0.08371,50.29276
7107.884,-2.294,5.7494,130.04233,-0.08371,50.42924
7107.984,-2.294,5.74872,130.04079,-0.08371,50.42331
7108.084,-2.294,5.72989,130.04079,-0.08371,50.25812
7108.184,-2.294,5.70818,130.04079,-0.08371,50.06773
7108.284,-2.294,5.67935,130.04079,-0.08371,49.81485
7108.384,-2.294,5.67424,130.04079,-0.08371,49.77007
7108.484,-2.294,5.66214,130.04079,-0.08371,49.66386
7108.584,-2.294,5.67002,130.03673,-0.08371,49.73303
7108.684,-2.294,5.69946,130.03673,-0.08371,49.99122
7108.784,-2.294,5.72183,130.03673,-0.08371,50.18741
7108.884,-2.294,5.7364,130.03673,-0.08371,50.31521
7108.984,-2.294,5.74511,130.03673,-0.08371,50.39167
7109.084,-2.294,5.73897,130.03673,-0.08371,50.33782
7109.184,-2.294,5.72005,130.03664,-0.08371,50.17186
7109.284,-2.294,5.69367,130.03664,-0.08371,49.94041
7109.384,-2.294,5.6825,130.03664,-0.08371,49.84243
7109.484,-2.294,5.67444,130.03664,-0.08371,49.77177
7109.584,-2.294,5.67276,130.03664,-0.08371,49.75706
7109.684,-2.294,5.69285,130.04074,-0.08371,49.93326
7109.784,-2.294,5.70791,130.04074,-0.08371,50.06537
7109.884,-2.294,5.72654,130.04074,-0.08371,50.22873
7109.984,-2.294,5.75403,130.04074,-0.08371,50.46988
7110.084,-2.294,5.75122,130.04074,-0.08371,50.44522
7110.184,-2.294,5.74657,130.04074,-0.08371,50.40448
7110.284,-2.294,5.73551,130.04378,-0.08371,50.30741
7110.384,-2.294,5.71444,130.04378,-0.08371,50.12267
7110.484,-2.294,5.68507,130.04378,-0.08371,49.86506
7110.584,-2.294,5.66454,130.04378,-0.08371,49.68495
7110.684,-2.294,5.66454,130.04378,-0.08371,49.68493
7110.784,-2.294,5.67632,130.04378,-0.08371,49.78824
7110.884,-2.294,5.69058,130.04755,-0.08371,49.91338
7110.984,-2.294,5.71861,130.04755,-0.08371,50.15922
7111.084,-2.294,5.72381,130.04755,-0.08371,50.20481
7111.184,-2.294,5.74612,130.04755,-0.08371,50.40049
7111.284,-2.294,5.74566,130.04755,-0.08371,50.39648
7111.384,-2.294,5.72865,130.04755,-0.08371,50.24729
7111.484,-2.294,5.69893,130.04822,-0.08371,49.98655
7111.584,-2.294,5.67546,130.04822,-0.08371,49.78075
7111.684,-2.294,5.65649,130.04822,-0.08371,49.61431
7111.784,-2.294,5.63805,130.04822,-0.08371,49.45263
7111.884,-2.294,5.65091,130.04822,-0.08371,49.5654
7111.984,-2.294,5.66958,130.04822,-0.08371,49.72918
7112.084,-2.294,5.68725,130.04605,-0.08371,49.88417
7112.184,-2.294,5.71843,130.04605,-0.08371,50.1576
7112.284,-2.294,5.73742,130.04605,-0.08371,50.32415
7112.384,-2.294,5.74662,130.04605,-0.08371,50.4049
7112.484,-2.294,5.73419,130.04605,-0.08371,50.29584
7112.584,-2.294,5.72194,130.04225,-0.08371,50.18846
7112.684,-2.294,5.69137,130.04225,-0.08371,49.92025
7112.784,-2.294,5.66412,130.04225,-0.08371,49.68124
7112.884,-2.294,5.66245,130.04225,-0.08371,49.66657
7112.984,-2.294,5.66119,130.04225,-0.08371,49.65556
7113.084,-2.294,5.67489,130.04225,-0.08371,49.7757
7113.184,-2.294,5.70269,130.03831,-0.08371,50.01956
7113.284,-2.294,5.73032,130.03831,-0.08371,50.26188
7113.384,-2.294,5.74674,130.03831,-0.08371,50.40592
7113.484,-2.294,5.75714,130.03831,-0.08371,50.49713
7113.584,-2.294,5.75425,130.03831,-0.08371,50.47186
7113.684,-2.294,5.72447,130.03831,-0.08371,50.21058
7113.784,-2.294,5.69744,130.03329,-0.08371,49.9735
7113.884,-2.294,5.67865,130.03329,-0.08371,49.80872
7113.984,-2.294,5.6631,130.03329,-0.08371,49.67234
7114.084,-2.294,5.66015,130.03329,-0.08371,49.64643
7114.184,-2.294,5.66688,130.03329,-0.08371,49.70544
7114.284,-2.294,5.68972,130.03329,-0.08371,49.90577
7114.384,-2.294,5.7241,130.03096,-0.08371,50.20739
7114.484,-2.294,5.75318,130.03096,-0.08371,50.46245
7114.584,-2.294,5.76983,130.03096,-0.08371,50.60849
7114.684,-2.294,5.75231,130.03096,-0.08371,50.45481
7114.784,-2.294,5.7355,130.03096,-0.08371,50.30733
7114.884,-2.294,5.7119,130.03096,-0.08371,50.10036
7114.984,-2.294,5.67924,130.02966,-0.08371,49.81387
7115.084,-2.294,5.66205,130.02966,-0.08371,49.66314
7115.184,-2.294,5.66243,130.02966,-0.08371,49.66645
7115.284,-2.294,5.66886,130.02966,-0.08371,49.72288
7115.384,-2.294,5.69676,130.02966,-0.08371,49.96759
7115.484,-2.294,5.71742,130.02972,-0.08371,50.14873
7115.584,-2.294,5.7444,130.02972,-0.08371,50.38539
7115.684,-2.294,5.75426,130.02972,-0.08371,50.47187
7115.784,-2.294,5.75044,130.02972,-0.08371,50.43837
7115.884,-2.294,5.73874,130.02972,-0.08371,50.33575
7115.984,-2.294,5.70774,130.02972,-0.08371,50.06384
7116.084,-2.294,5.67854,130.02957,-0.08371,49.80779
7116.184,-2.294,5.6653,130.02957,-0.08371,49.69163
7116.284,-2.294,5.65198,130.02957,-0.08371,49.57482
7116.384,-2.294,5.65439,130.02957,-0.08371,49.59595
7116.484,-2.294,5.67522,130.02957,-0.08371,49.77865
7116.584,-2.294,5.70478,130.02957,-0.08371,50.03788
7116.684,-2.294,5.73768,130.02188,-0.08371,50.32644
7116.784,-2.29401,5.76048,130.02188,-0.08371,50.52647
7116.884,-2.29401,5.75857,130.02188,-0.08371,50.50975
7116.984,-2.29401,5.74212,130.02188,-0.08371,50.36544
7117.084,-2.294,5.72062,130.02188,-0.08371,50.17683
7117.184,-2.294,5.67888,130.02188,-0.08371,49.81071
7117.284,-2.294,5.64201,130.01372,-0.08371,49.48729
7117.384,-2.294,5.64145,130.01372,-0.08371,49.48239
7117.484,-2.294,5.64334,130.01372,-0.08371,49.49896
7117.584,-2.294,5.6635,130.01372,-0.08371,49.67581
7117.684,-2.294,5.69488,130.01372,-0.08371,49.9511
7117.784,-2.294,5.72647,130.00865,-0.08371,50.22812
7117.884,-2.294,5.75883,130.00865,-0.08371,50.51203
7117.984,-2.29401,5.75979,130.00865,-0.08371,50.52037
7118.084,-2.29401,5.75003,130.00865,-0.08371,50.4348
7118.184,-2.294,5.72096,130.00865,-0.08371,50.17981
7118.284,-2.294,5.6881,130.00865,-0.08371,49.89163
7118.384,-2.294,5.66832,130.00327,-0.08371,49.71808
7118.484,-2.294,5.65242,130.00327,-0.08371,49.57862
7118.584,-2.294,5.66017,130.00327,-0.08371,49.64659
7118.684,-2.294,5.68683,130.00327,-0.08371,49.88047
7118.784,-2.294,5.71229,130.00327,-0.08371,50.10374
7118.884,-2.294,5.7507,130.00327,-0.08371,50.44065
7118.984,-2.29401,5.76781,130.00238,-0.08371,50.59077
7119.084,-2.29401,5.76805,130.00238,-0.08371,50.59289
7119.184,-2.29401,5.75788,130.00238,-0.08371,50.50365
7119.284,-2.29401,5.72698,130.00238,-0.08371,50.23263
7119.384,-2.294,5.69683,130.00238,-0.08371,49.96813
7119.484,-2.294,5.65927,130.00238,-0.08371,49.63875
7119.584,-2.294,5.65948,130.00278,-0.08371,49.64058
7119.684,-2.294,5.66578,130.00278,-0.08371,49.69578
7119.784,-2.294,5.68812,130.00278,-0.08371,49.89175
7119.884,-2.294,5.7177,130.00278,-0.08371,50.15127
7119.984,-2.29401,5.74297,130.00278,-0.08371,50.37283
7120.084,-2.29401,5.76714,130.00456,-0.08371,50.58488
7120.184,-2.29401,5.76158,130.00456,-0.08371,50.53609
7120.284,-2.29401,5.74539,130.00456,-0.08371,50.39411
7120.384,-2.29401,5.71881,130.00456,-0.08371,50.16094
7120.484,-2.29401,5.68426,130.00456,-0.08371,49.85794
7120.584,-2.294,5.67062,130.00456,-0.08371,49.7383
7120.684,-2.294,5.66033,130.00232,-0.08371,49.64806
7120.784,-2.294,5.65816,130.00232,-0.08371,49.62896
7120.884,-2.294,5.67715,130.00232,-0.08371,49.79552
7120.984,-2.29401,5.70327,130.00232,-0.08371,50.02467
7121.084,-2.29401,5.73003,130.00232,-0.08371,50.25935
7121.184,-2.29401,5.75682,130.00232,-0.08371,50.49438
7121.284,-2.29401,5.74884,130.00026,-0.08371,50.42435
7121.384,-2.29401,5.74166,130.00026,-0.08371,50.3614
7121.484,-2.29401,5.71442,130.00026,-0.08371,50.12246
7121.584,-2.29401,5.68719,130.00026,-0.08371,49.88363
7121.684,-2.294,5.65352,130.00026,-0.08371,49.58831
7121.784,-2.294,5.63739,130.00026,-0.08371,49.4468
7121.884,-2.294,5.65172,129.99704,-0.08371,49.57251
7121.984,-2.294,5.66086,129.99704,-0.08371,49.65266
7122.084,-2.294,5.69154,129.99704,-0.08371,49.92181
7122.184,-2.294,5.7262,129.99704,-0.08371,50.2258
7122.284,-2.29401,5.74255,129.99704,-0.08371,50.36915
7122.384,-2.29401,5.76798,129.99704,-0.08371,50.59223
7122.484,-2.29401,5.75644,129.99176,-0.08371,50.49102
7122.584,-2.29401,5.72515,129.99176,-0.08371,50.21659
7122.684,-2.29401,5.68681,129.99176,-0.08371,49.8803
7122.784,-2.294,5.6619,129.99176,-0.08371,49.66176
7122.884,-2.294,5.65301,129.99176,-0.08371,49.58377
7122.984,-2.294,5.65083,129.98735,-0.08371,49.56472
7123.084,-2.294,5.66385,129.98735,-0.08371,49.67889
7123.184,-2.294,5.6885,129.98735,-0.08371,49.89513
7123.284,-2.29401,5.71934,129.98735,-0.08371,50.1656
7123.384,-2.29401,5.75476,129.98735,-0.08371,50.47629
7123.484,-2.29401,5.7727,129.98735,-0.08371,50.63365
7123.584,-2.29401,5.75845,129.9856,-0.08371,50.50865
7123.684,-2.29401,5.73832,129.9856,-0.08371,50.33212
7123.784,-2.29401,5.7119,129.9856,-0.08371,50.10037
7123.884,-2.29401,5.68368,129.9856,-0.08371,49.85281
7123.984,-2.29401,5.66003,129.9856,-0.08371,49.64537
7124.084,-2.294,5.66344,129.9856,-0.08371,49.67526
7124.184,-2.294,5.67031,129.98816,-0.08371,49.73555
7124.284,-2.294,5.68487,129.98816,-0.08371,49.86324
7124.384,-2.29401,5.72906,129.98816,-0.08371,50.25083
7124.484,-2.29401,5.75297,129.98816,-0.08371,50.46063
7124.584,-2.29401,5.76405,129.98816,-0.08371,50.55777
7124.684,-2.29401,5.7741,129.98816,-0.08371,50.64588
7124.784,-2.29401,5.74906,129.98482,-0.08371,50.42628
7124.884,-2.29401,5.70658,129.98482,-0.08371,50.0537
7124.984,-2.29401,5.67783,129.98482,-0.08371,49.80152
7125.084,-2.29401,5.6685,129.98482,-0.08371,49.71966
7125.184,-2.29401,5.65031,129.98482,-0.08371,49.56015
7125.284,-2.294,5.65946,129.9812,-0.08371,49.64043
7125.384,-2.29401,5.68086,129.9812,-0.08371,49.82809
7125.484,-2.29401,5.70793,129.9812,-0.08371,50.06556
7125.584,-2.29401,5.74102,129.9812,-0.08371,50.35574
7125.684,-2.29401,5.76255,129.9812,-0.08371,50.54461
7125.784,-2.29401,5.75518,129.9812,-0.08371,50.47998
7125.884,-2.29401,5.73345,129.97966,-0.08371,50.2894
7125.984,-2.29401,5.70252,129.97966,-0.08371,50.0181
7126.084,-2.29401,5.67056,129.97966,-0.08371,49.73777
7126.184,-2.29401,5.64473,129.97966,-0.08371,49.51119
7126.284,-2.294,5.64811,129.97966,-0.08371,49.54085
7126.384,-2.294,5.65181,129.97966,-0.08371,49.5733
7126.484,-2.29401,5.67142,129.98032,-0.08371,49.74525
7126.584,-2.29401,5.71296,129.98032,-0.08371,50.10963
7126.684,-2.29401,5.73857,129.98032,-0.08371,50.33426
7126.784,-2.29401,5.75637,129.98032,-0.08371,50.49039
7126.884,-2.29401,5.76004,129.98032,-0.08371,50.52264
7126.984,-2.29401,5.7539,129.98032,-0.08371,50.46878
7127.084,-2.29401,5.7193,129.98579,-0.08371,50.16528
7127.184,-2.29401,5.67469,129.98579,-0.08371,49.77397
7127.284,-2.29401,5.65291,129.98579,-0.08371,49.5829
7127.384,-2.294,5.63787,129.98579,-0.08371,49.45102
7127.484,-2.294,5.64797,129.98579,-0.08371,49.53962
7127.584,-2.29401,5.67336,129.98579,-0.08371,49.76231
7127.684,-2.29401,5.70328,129.98907,-0.08371,50.02478
7127.784,-2.29401,5.73594,129.98907,-0.08371,50.31119
7127.884,-2.29401,5.76826,129.98907,-0.08371,50.59473
7127.984,-2.29401,5.76765,129.98907,-0.08371,50.58931
7128.084,-2.29401,5.74001,129.98907,-0.08371,50.34688
7128.184,-2.29401,5.71701,129.99124,-0.08371,50.14515
7128.284,-2.29401,5.68553,129.99124,-0.08371,49.8691
7128.384,-2.29401,5.65791,129.99124,-0.08371,49.62678
7128.484,-2.29401,5.64668,129.99124,-0.08371,49.52826
7128.584,-2.29401,5.6627,129.99124,-0.08371,49.66882
7128.684,-2.29401,5.67699,129.99124,-0.08371,49.79416
7128.784,-2.29401,5.70709,129.99117,-0.08371,50.05819
7128.884,-2.29401,5.7425,129.99117,-0.08371,50.36871
7128.984,-2.29401,5.75146,129.99117,-0.08371,50.44733
7129.084,-2.29401,5.75613,129.99117,-0.08371,50.48834
7129.184,-2.29401,5.74322,129.99117,-0.08371,50.37509
7129.284,-2.29401,5.71682,129.99117,-0.08371,50.14347
7129.384,-2.29401,5.67546,129.99069,-0.08371,49.7807
7129.484,-2.29401,5.65648,129.99069,-0.08371,49.61428
7129.584,-2.29401,5.6529,129.99069,-0.08371,49.58287
7129.684,-2.29401,5.65327,129.99069,-0.08371,49.58609
7129.784,-2.29401,5.67513,129.99069,-0.08371,49.77787
7129.884,-2.29401,5.69552,129.99069,-0.08371,49.95665
7129.984,-2.29401,5.71366,129.98857,-0.08371,50.11579
7130.084,-2.29401,5.749,129.98857,-0.08371,50.4258
7130.184,-2.29401,5.76106,129.98857,-0.08371,50.53152
7130.284,-2.29401,5.74622,129.98857,-0.08371,50.40138
7130.384,-2.29401,5.73056,129.98857,-0.08371,50.264
7130.484,-2.29401,5.69298,129.98657,-0.08371,49.93442
7130.584,-2.29401,5.65579,129.98657,-0.08371,49.60815
7130.684,-2.29401,5.64179,129.98657,-0.08371,49.48541
7130.784,-2.29401,5.65513,129.98657,-0.08371,49.60245
7130.884,-2.29401,5.66391,129.98657,-0.08371,49.67939
7130.984,-2.29401,5.6862,129.98657,-0.08371,49.87491
7131.084,-2.29401,5.7299,129.98291,-0.08371,50.25819
7131.184,-2.29401,5.75021,129.98291,-0.08371,50.4364
7131.284,-2.29401,5.75883,129.98291,-0.08371,50.51201
7131.384,-2.29401,5.75616,129.98291,-0.08371,50.48854
7131.484,-2.29401,5.72693,129.98291,-0.08371,50.23215
7131.584,-2.29401,5.70809,129.98291,-0.08371,50.06694
7131.684,-2.29401,5.67476,129.98193,-0.08371,49.77457
7131.784,-2.29401,5.6624,129.98193,-0.08371,49.66614
7131.884,-2.29401,5.64546,129.98193,-0.08371,49.51755
7131.984,-2.29401,5.66683,129.98193,-0.08371,49.705
7132.084,-2.29401,5.69364,129.98193,-0.08371,49.94023
7132.184,-2.29401,5.71479,129.98193,-0.08371,50.12567
7132.284,-2.29401,5.74871,129.97707,-0.08371,50.42322
7132.384,-2.29401,5.76322,129.97707,-0.08371,50.55047
7132.484,-2.29401,5.76128,129.97707,-0.08371,50.53351
7132.584,-2.29401,5.74051,129.97707,-0.08371,50.35133
7132.684,-2.29401,5.70802,129.97707,-0.08371,50.0663
7132.784,-2.29401,5.67603,129.97517,-0.08371,49.78575
7132.884,-2.29401,5.66368,129.97517,-0.08371,49.67739
7132.984,-2.29401,5.6616,129.97517,-0.08371,49.65919
7133.084,-2.29401,5.67707,129.97517,-0.08371,49.79482
7133.184,-2.29401,5.69041,129.97517,-0.08371,49.91189
7133.284,-2.29401,5.71611,129.97517,-0.08371,50.13731
7133.384,-2.29401,5.74375,129.97466,-0.08371,50.3797
7133.484,-2.29401,5.7571,129.97466,-0.08371,50.49684
7133.584,-2.29401,5.7603,129.97466,-0.08371,50.52492
7133.684,-2.29401,5.73216,129.97466,-0.08371,50.27806
7133.784,-2.29401,5.7132,129.97466,-0.08371,50.11172
7133.884,-2.29401,5.6855,129.97466,-0.08371,49.86875
7133.984,-2.29401,5.65826,129.97379,-0.08371,49.62985
7134.084,-2.29401,5.65299,129.97379,-0.08371,49.58363
7134.184,-2.29401,5.65233,129.97379,-0.08371,49.57788
7134.284,-2.29401,5.67907,129.97379,-0.08371,49.81242
7134.384,-2.29401,5.70231,129.97379,-0.08371,50.01622
7134.484,-2.29401,5.73427,129.97379,-0.08371,50.29653
7134.584,-2.29401,5.76126,129.97638,-0.08371,50.53329
7134.684,-2.29401,5.74895,129.97638,-0.08371,50.42532
7134.784,-2.29401,5.75028,129.97638,-0.08371,50.43702
7134.884,-2.29401,5.72349,129.97638,-0.08371,50.20197
7134.984,-2.29401,5.69666,129.97638,-0.08371,49.96664
7135.084,-2.29401,5.67063,129.97778,-0.08371,49.73837
7135.184,-2.29401,5.6644,129.97778,-0.08371,49.68372
7135.284,-2.29401,5.66937,129.97778,-0.08371,49.72732
7135.384,-2.29401,5.68177,129.97778,-0.08371,49.83609
7135.484,-2.29401,5.70075,129.97778,-0.08371,50.00252
7135.584,-2.29401,5.7347,129.97778,-0.08371,50.30034
7135.684,-2.29401,5.74746,129.98416,-0.08371,50.4123
7135.784,-2.29401,5.75673,129.98416,-0.08371,50.49356
7135.884,-2.29401,5.75078,129.98416,-0.08371,50.44134
7135.984,-2.29401,5.72219,129.98416,-0.08371,50.1906
7136.084,-2.29401,5.70259,129.98416,-0.08371,50.01865
7136.184,-2.29401,5.6853,129.98416,-0.08371,49.86704
7136.284,-2.29401,5.67472,129.9846,-0.08371,49.77427
7136.384,-2.29401,5.67229,129.9846,-0.08371,49.75296
7136.484,-2.29401,5.68543,129.9846,-0.08371,49.86819
7136.584,-2.29401,5.70968,129.9846,-0.08371,50.08084
7136.684,-2.29401,5.73272,129.9846,-0.08371,50.28294
7136.784,-2.29401,5.76427,129.9846,-0.08371,50.5597
7136.884,-2.29401,5.76889,129.98647,-0.08371,50.60025
7136.984,-2.29401,5.76151,129.98647,-0.08371,50.53547
7137.084,-2.29401,5.74932,129.98647,-0.08371,50.42857
7137.184,-2.29401,5.71517,129.98647,-0.08371,50.12903
7137.284,-2.29401,5.68595,129.98647,-0.08371,49.87278
7137.384,-2.29401,5.67056,129.98647,-0.08371,49.73775
